|dates|Westchester_NewYork_UnitedStates.JHU_ConfirmedCases.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Westchester_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Westchester_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|32968.0|0|1337.0|0|0.0|0
0|2020-05-25|33049.0|0|1343.0|0|0.0|0
0|2020-05-26|33049.0|0|1343.0|0|0.0|0
