|dates|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|611.0|0|47.0|0|0.0|0
0|2020-05-28|611.0|0|47.0|0|0.0|0
0|2020-05-29|611.0|0|47.0|0|0.0|0
0|2020-05-30|611.0|0|47.0|0|0.0|0
