|dates|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|69.0|0|1.0|0|0.0|0
0|2020-05-18|71.0|0|1.0|0|0.0|0
0|2020-05-19|72.0|0|1.0|0|0.0|0
0|2020-05-20|72.0|0|1.0|0|0.0|0
0|2020-05-21|76.0|0|1.0|0|0.0|0
0|2020-05-22|79.0|0|1.0|0|0.0|0
0|2020-05-23|79.0|0|1.0|0|0.0|0
