|dates|Nemaha_Kansas_UnitedStates.JHU_ConfirmedCases.data|Nemaha_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Nemaha_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Nemaha_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Nemaha_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Nemaha_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|14.0|0|0.0|0|0.0|0
0|2020-05-28|14.0|0|0.0|0|0.0|0
0|2020-05-29|14.0|0|0.0|0|0.0|0
0|2020-05-30|14.0|0|0.0|0|0.0|0
