|dates|Walton_Florida_UnitedStates.JHU_ConfirmedCases.data|Walton_Florida_UnitedStates.JHU_ConfirmedCases.missing|Walton_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Walton_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Walton_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Walton_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|73.0|0|2.0|0|0.0|0
0|2020-05-15|76.0|0|2.0|0|0.0|0
0|2020-05-16|76.0|0|2.0|0|0.0|0
