|dates|Ottawa_Ohio_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|56.0|0|2.0|0|0.0|0
0|2020-05-15|57.0|0|3.0|0|0.0|0
0|2020-05-16|57.0|0|3.0|0|0.0|0
