|dates|Butler_Alabama_UnitedStates.JHU_ConfirmedCases.data|Butler_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Butler_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|249.0|0|8.0|0|0.0|0
0|2020-05-15|258.0|0|9.0|0|0.0|0
0|2020-05-16|258.0|0|9.0|0|0.0|0
