|dates|Washington_Oregon_UnitedStates.JHU_ConfirmedCases.data|Washington_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Washington_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|628.0|0|15.0|0|0.0|0
0|2020-05-18|638.0|0|15.0|0|0.0|0
0|2020-05-19|644.0|0|15.0|0|0.0|0
0|2020-05-20|658.0|0|17.0|0|0.0|0
0|2020-05-21|659.0|0|17.0|0|0.0|0
0|2020-05-22|669.0|0|17.0|0|0.0|0
0|2020-05-23|669.0|0|17.0|0|0.0|0
