|dates|Acadia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Acadia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Acadia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Acadia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Acadia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Acadia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|397.0|0|22.0|0|0.0|0
0|2020-05-28|397.0|0|22.0|0|0.0|0
0|2020-05-29|397.0|0|22.0|0|0.0|0
0|2020-05-30|397.0|0|22.0|0|0.0|0
