|dates|Sumner_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sumner_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sumner_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|739.0|0|41.0|0|0.0|0
0|2020-05-18|749.0|0|41.0|0|0.0|0
0|2020-05-19|768.0|0|41.0|0|0.0|0
0|2020-05-20|768.0|0|41.0|0|0.0|0
0|2020-05-21|778.0|0|42.0|0|0.0|0
0|2020-05-22|792.0|0|42.0|0|0.0|0
0|2020-05-23|792.0|0|42.0|0|0.0|0
