|dates|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|601.0|0|28.0|0|0.0|0
0|2020-05-28|601.0|0|28.0|0|0.0|0
0|2020-05-29|601.0|0|28.0|0|0.0|0
0|2020-05-30|601.0|0|28.0|0|0.0|0
