|dates|Scott_Iowa_UnitedStates.JHU_ConfirmedCases.data|Scott_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Scott_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|293.0|0|8.0|0|0.0|0
0|2020-05-15|297.0|0|8.0|0|0.0|0
0|2020-05-16|297.0|0|8.0|0|0.0|0
