|dates|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|41.0|0|2.0|0|0.0|0
0|2020-05-15|41.0|0|2.0|0|0.0|0
0|2020-05-16|41.0|0|2.0|0|0.0|0
