|dates|Jerome_Idaho_UnitedStates.JHU_ConfirmedCases.data|Jerome_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Jerome_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Jerome_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Jerome_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Jerome_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|95.0|0|2.0|0|0.0|0
0|2020-05-18|102.0|0|2.0|0|0.0|0
0|2020-05-19|102.0|0|2.0|0|0.0|0
0|2020-05-20|110.0|0|2.0|0|0.0|0
0|2020-05-21|110.0|0|2.0|0|0.0|0
0|2020-05-22|137.0|0|2.0|0|0.0|0
0|2020-05-23|137.0|0|2.0|0|0.0|0
