|dates|Craighead_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Craighead_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Craighead_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|140.0|0|0.0|0|0.0|0
0|2020-05-18|141.0|0|0.0|0|0.0|0
0|2020-05-19|147.0|0|0.0|0|0.0|0
0|2020-05-20|153.0|0|0.0|0|0.0|0
0|2020-05-21|170.0|0|0.0|0|0.0|0
0|2020-05-22|174.0|0|0.0|0|0.0|0
0|2020-05-23|174.0|0|0.0|0|0.0|0
