|dates|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|149.0|0|11.0|0|0.0|0
0|2020-05-28|149.0|0|11.0|0|0.0|0
0|2020-05-29|149.0|0|11.0|0|0.0|0
0|2020-05-30|149.0|0|11.0|0|0.0|0
