|dates|Wilkinson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Wilkinson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Wilkinson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Wilkinson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Wilkinson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Wilkinson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|40.0|0|3.0|0|0.0|0
0|2020-05-15|42.0|0|3.0|0|0.0|0
0|2020-05-16|42.0|0|3.0|0|0.0|0
