|dates|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|212.0|0|21.0|0|0.0|0
0|2020-05-28|212.0|0|21.0|0|0.0|0
0|2020-05-29|212.0|0|21.0|0|0.0|0
0|2020-05-30|212.0|0|21.0|0|0.0|0
