|dates|Lynchburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Lynchburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Lynchburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Lynchburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Lynchburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Lynchburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|80.0|0|1.0|0|0.0|0
0|2020-05-28|80.0|0|1.0|0|0.0|0
0|2020-05-29|80.0|0|1.0|0|0.0|0
0|2020-05-30|80.0|0|1.0|0|0.0|0
