|dates|Waller_Texas_UnitedStates.JHU_ConfirmedCases.data|Waller_Texas_UnitedStates.JHU_ConfirmedCases.missing|Waller_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Waller_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Waller_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Waller_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|40.0|0|0.0|0|0.0|0
0|2020-05-18|40.0|0|0.0|0|0.0|0
0|2020-05-19|43.0|0|0.0|0|0.0|0
0|2020-05-20|45.0|0|0.0|0|0.0|0
0|2020-05-21|45.0|0|0.0|0|0.0|0
0|2020-05-22|45.0|0|0.0|0|0.0|0
0|2020-05-23|45.0|0|0.0|0|0.0|0
