|dates|Wicomico_Maryland_UnitedStates.JHU_ConfirmedCases.data|Wicomico_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Wicomico_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Wicomico_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Wicomico_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Wicomico_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|910.0|0|25.0|0|0.0|0
0|2020-05-28|910.0|0|25.0|0|0.0|0
0|2020-05-29|910.0|0|25.0|0|0.0|0
0|2020-05-30|910.0|0|25.0|0|0.0|0
