|dates|Stanton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Stanton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Stanton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Stanton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Stanton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Stanton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|0.0|0|0.0|0
0|2020-05-28|9.0|0|0.0|0|0.0|0
0|2020-05-29|9.0|0|0.0|0|0.0|0
0|2020-05-30|9.0|0|0.0|0|0.0|0
