|dates|Osceola_Michigan_UnitedStates.JHU_ConfirmedCases.data|Osceola_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Osceola_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Osceola_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Osceola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Osceola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|10.0|0|0.0|0|0.0|0
0|2020-05-26|10.0|0|0.0|0|0.0|0
