|dates|Pecos_Texas_UnitedStates.JHU_ConfirmedCases.data|Pecos_Texas_UnitedStates.JHU_ConfirmedCases.missing|Pecos_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Pecos_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Pecos_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Pecos_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|27.0|0|0.0|0|0.0|0
0|2020-05-25|27.0|0|0.0|0|0.0|0
0|2020-05-26|27.0|0|0.0|0|0.0|0
