|dates|Leon_Texas_UnitedStates.JHU_ConfirmedCases.data|Leon_Texas_UnitedStates.JHU_ConfirmedCases.missing|Leon_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Leon_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Leon_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Leon_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|0.0|0|0.0|0
0|2020-05-28|9.0|0|0.0|0|0.0|0
0|2020-05-29|9.0|0|0.0|0|0.0|0
0|2020-05-30|9.0|0|0.0|0|0.0|0
