|dates|McHenry_Illinois_UnitedStates.JHU_ConfirmedCases.data|McHenry_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McHenry_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McHenry_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McHenry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McHenry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1475.0|0|69.0|0|0.0|0
0|2020-05-28|1475.0|0|69.0|0|0.0|0
0|2020-05-29|1475.0|0|69.0|0|0.0|0
0|2020-05-30|1475.0|0|69.0|0|0.0|0
