|dates|Currituck_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Currituck_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Currituck_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Currituck_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Currituck_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Currituck_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|13.0|0|0.0|0|0.0|0
0|2020-05-28|13.0|0|0.0|0|0.0|0
0|2020-05-29|13.0|0|0.0|0|0.0|0
0|2020-05-30|13.0|0|0.0|0|0.0|0
