|dates|Navajo_Arizona_UnitedStates.JHU_ConfirmedCases.data|Navajo_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Navajo_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Navajo_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Navajo_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Navajo_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1652.0|0|57.0|0|0.0|0
0|2020-05-28|1652.0|0|57.0|0|0.0|0
0|2020-05-29|1652.0|0|57.0|0|0.0|0
0|2020-05-30|1652.0|0|57.0|0|0.0|0
