|dates|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
