|dates|Union_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Union_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Union_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Union_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|107.0|0|4.0|0|0.0|0
0|2020-05-18|107.0|0|4.0|0|0.0|0
0|2020-05-19|117.0|0|4.0|0|0.0|0
0|2020-05-20|121.0|0|4.0|0|0.0|0
0|2020-05-21|140.0|0|4.0|0|0.0|0
0|2020-05-22|144.0|0|4.0|0|0.0|0
0|2020-05-23|144.0|0|4.0|0|0.0|0
