|dates|Pettis_Missouri_UnitedStates.JHU_ConfirmedCases.data|Pettis_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Pettis_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Pettis_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Pettis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Pettis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|69.0|0|1.0|0|0.0|0
0|2020-05-18|69.0|0|1.0|0|0.0|0
0|2020-05-19|70.0|0|1.0|0|0.0|0
0|2020-05-20|70.0|0|1.0|0|0.0|0
0|2020-05-21|70.0|0|1.0|0|0.0|0
0|2020-05-22|70.0|0|1.0|0|0.0|0
0|2020-05-23|70.0|0|1.0|0|0.0|0
