|dates|LaPlata_Colorado_UnitedStates.JHU_ConfirmedCases.data|LaPlata_Colorado_UnitedStates.JHU_ConfirmedCases.missing|LaPlata_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|LaPlata_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|LaPlata_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|LaPlata_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|68.0|0|1.0|0|0.0|0
0|2020-05-18|68.0|0|1.0|0|0.0|0
0|2020-05-19|72.0|0|1.0|0|0.0|0
0|2020-05-20|72.0|0|1.0|0|0.0|0
0|2020-05-21|83.0|0|1.0|0|0.0|0
0|2020-05-22|73.0|0|1.0|0|0.0|0
0|2020-05-23|73.0|0|1.0|0|0.0|0
