|dates|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|54.0|0|1.0|0|0.0|0
0|2020-05-25|55.0|0|1.0|0|0.0|0
0|2020-05-26|55.0|0|1.0|0|0.0|0
