|dates|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|34.0|0|2.0|0|0.0|0
0|2020-05-15|35.0|0|2.0|0|0.0|0
0|2020-05-16|35.0|0|2.0|0|0.0|0
