|dates|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|543.0|0|26.0|0|0.0|0
0|2020-05-25|544.0|0|26.0|0|0.0|0
0|2020-05-26|544.0|0|26.0|0|0.0|0
