|dates|Putnam_Indiana_UnitedStates.JHU_ConfirmedCases.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|94.0|0|5.0|0|0.0|0
0|2020-05-15|95.0|0|5.0|0|0.0|0
0|2020-05-16|95.0|0|5.0|0|0.0|0
