|dates|Greene_Ohio_UnitedStates.JHU_ConfirmedCases.data|Greene_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Greene_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|93.0|0|5.0|0|0.0|0
0|2020-05-25|93.0|0|5.0|0|0.0|0
0|2020-05-26|93.0|0|5.0|0|0.0|0
