|dates|Chambers_Texas_UnitedStates.JHU_ConfirmedCases.data|Chambers_Texas_UnitedStates.JHU_ConfirmedCases.missing|Chambers_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Chambers_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Chambers_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Chambers_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|50.0|0|0.0|0|0.0|0
0|2020-05-15|52.0|0|0.0|0|0.0|0
0|2020-05-16|52.0|0|0.0|0|0.0|0
