|dates|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|11.0|0|0.0|0|0.0|0
0|2020-05-28|11.0|0|0.0|0|0.0|0
0|2020-05-29|11.0|0|0.0|0|0.0|0
0|2020-05-30|11.0|0|0.0|0|0.0|0
