|dates|Pecos_Texas_UnitedStates.JHU_ConfirmedCases.data|Pecos_Texas_UnitedStates.JHU_ConfirmedCases.missing|Pecos_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Pecos_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Pecos_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Pecos_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|20.0|0|0.0|0|0.0|0
0|2020-05-18|20.0|0|0.0|0|0.0|0
0|2020-05-19|23.0|0|0.0|0|0.0|0
0|2020-05-20|24.0|0|0.0|0|0.0|0
0|2020-05-21|24.0|0|0.0|0|0.0|0
0|2020-05-22|24.0|0|0.0|0|0.0|0
0|2020-05-23|24.0|0|0.0|0|0.0|0
