|dates|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|85.0|0|7.0|0|0.0|0
0|2020-05-28|85.0|0|7.0|0|0.0|0
0|2020-05-29|85.0|0|7.0|0|0.0|0
0|2020-05-30|85.0|0|7.0|0|0.0|0
