|dates|Guadalupe_Texas_UnitedStates.JHU_ConfirmedCases.data|Guadalupe_Texas_UnitedStates.JHU_ConfirmedCases.missing|Guadalupe_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Guadalupe_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Guadalupe_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Guadalupe_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|110.0|0|0.0|0|0.0|0
0|2020-05-18|110.0|0|0.0|0|0.0|0
0|2020-05-19|110.0|0|0.0|0|0.0|0
0|2020-05-20|114.0|0|0.0|0|0.0|0
0|2020-05-21|116.0|0|0.0|0|0.0|0
0|2020-05-22|116.0|0|0.0|0|0.0|0
0|2020-05-23|116.0|0|0.0|0|0.0|0
