|dates|SantaCruz_California_UnitedStates.JHU_ConfirmedCases.data|SantaCruz_California_UnitedStates.JHU_ConfirmedCases.missing|SantaCruz_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaCruz_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaCruz_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaCruz_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|205.0|0|2.0|0|0.0|0
0|2020-05-28|205.0|0|2.0|0|0.0|0
0|2020-05-29|205.0|0|2.0|0|0.0|0
0|2020-05-30|205.0|0|2.0|0|0.0|0
