|dates|Cherokee_Texas_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|42.0|0|2.0|0|0.0|0
0|2020-05-25|42.0|0|2.0|0|0.0|0
0|2020-05-26|42.0|0|2.0|0|0.0|0
