|dates|Union_Georgia_UnitedStates.JHU_ConfirmedCases.data|Union_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Union_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Union_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|36.0|0|1.0|0|0.0|0
0|2020-05-15|36.0|0|1.0|0|0.0|0
0|2020-05-16|36.0|0|1.0|0|0.0|0
