|dates|Weakley_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Weakley_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Weakley_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Weakley_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Weakley_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Weakley_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|0.0|0|0.0|0
0|2020-05-18|26.0|0|0.0|0|0.0|0
0|2020-05-19|27.0|0|0.0|0|0.0|0
0|2020-05-20|27.0|0|0.0|0|0.0|0
0|2020-05-21|26.0|0|0.0|0|0.0|0
0|2020-05-22|26.0|0|0.0|0|0.0|0
0|2020-05-23|26.0|0|0.0|0|0.0|0
