|dates|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedCases.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|137.0|0|3.0|0|0.0|0
0|2020-05-28|137.0|0|3.0|0|0.0|0
0|2020-05-29|137.0|0|3.0|0|0.0|0
0|2020-05-30|137.0|0|3.0|0|0.0|0
