|dates|McLennan_Texas_UnitedStates.JHU_ConfirmedCases.data|McLennan_Texas_UnitedStates.JHU_ConfirmedCases.missing|McLennan_Texas_UnitedStates.JHU_ConfirmedDeaths.data|McLennan_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|McLennan_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|McLennan_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|107.0|0|4.0|0|0.0|0
0|2020-05-25|107.0|0|4.0|0|0.0|0
0|2020-05-26|107.0|0|4.0|0|0.0|0
