|dates|Geauga_Ohio_UnitedStates.JHU_ConfirmedCases.data|Geauga_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Geauga_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Geauga_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Geauga_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Geauga_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|256.0|0|29.0|0|0.0|0
0|2020-05-25|257.0|0|29.0|0|0.0|0
0|2020-05-26|257.0|0|29.0|0|0.0|0
