|dates|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|32.0|0|4.0|0|0.0|0
0|2020-05-15|32.0|0|4.0|0|0.0|0
0|2020-05-16|32.0|0|4.0|0|0.0|0
