|dates|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|39.0|0|1.0|0|0.0|0
0|2020-05-25|39.0|0|1.0|0|0.0|0
0|2020-05-26|39.0|0|1.0|0|0.0|0
