|dates|Chilton_Alabama_UnitedStates.JHU_ConfirmedCases.data|Chilton_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Chilton_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Chilton_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Chilton_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Chilton_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|93.0|0|1.0|0|0.0|0
0|2020-05-28|93.0|0|1.0|0|0.0|0
0|2020-05-29|93.0|0|1.0|0|0.0|0
0|2020-05-30|93.0|0|1.0|0|0.0|0
