|dates|Monroe_Florida_UnitedStates.JHU_ConfirmedCases.data|Monroe_Florida_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|100.0|0|3.0|0|0.0|0
0|2020-05-18|99.0|0|3.0|0|0.0|0
0|2020-05-19|99.0|0|3.0|0|0.0|0
0|2020-05-20|100.0|0|3.0|0|0.0|0
0|2020-05-21|100.0|0|3.0|0|0.0|0
0|2020-05-22|101.0|0|3.0|0|0.0|0
0|2020-05-23|101.0|0|3.0|0|0.0|0
