|dates|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|112.0|0|2.0|0|0.0|0
0|2020-05-18|115.0|0|2.0|0|0.0|0
0|2020-05-19|115.0|0|2.0|0|0.0|0
0|2020-05-20|121.0|0|2.0|0|0.0|0
0|2020-05-21|121.0|0|2.0|0|0.0|0
0|2020-05-22|132.0|0|2.0|0|0.0|0
0|2020-05-23|132.0|0|2.0|0|0.0|0
