|dates|Ingham_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ingham_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ingham_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ingham_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ingham_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ingham_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|717.0|0|25.0|0|0.0|0
0|2020-05-28|717.0|0|25.0|0|0.0|0
0|2020-05-29|717.0|0|25.0|0|0.0|0
0|2020-05-30|717.0|0|25.0|0|0.0|0
