|dates|Linn_Iowa_UnitedStates.JHU_ConfirmedCases.data|Linn_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Linn_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Linn_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Linn_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Linn_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|896.0|0|70.0|0|0.0|0
0|2020-05-18|899.0|0|70.0|0|0.0|0
0|2020-05-19|899.0|0|73.0|0|0.0|0
0|2020-05-20|902.0|0|73.0|0|0.0|0
0|2020-05-21|910.0|0|73.0|0|0.0|0
0|2020-05-22|916.0|0|75.0|0|0.0|0
0|2020-05-23|916.0|0|75.0|0|0.0|0
