|dates|Ottawa_Ohio_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|94.0|0|12.0|0|0.0|0
0|2020-05-28|94.0|0|12.0|0|0.0|0
0|2020-05-29|94.0|0|12.0|0|0.0|0
0|2020-05-30|94.0|0|12.0|0|0.0|0
