|dates|Dorchester_Maryland_UnitedStates.JHU_ConfirmedCases.data|Dorchester_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Dorchester_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Dorchester_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Dorchester_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Dorchester_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|104.0|0|2.0|0|0.0|0
0|2020-05-15|107.0|0|2.0|0|0.0|0
0|2020-05-16|107.0|0|2.0|0|0.0|0
