|dates|Asotin_Washington_UnitedStates.JHU_ConfirmedCases.data|Asotin_Washington_UnitedStates.JHU_ConfirmedCases.missing|Asotin_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Asotin_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Asotin_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Asotin_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|18.0|0|2.0|0|0.0|0
0|2020-05-25|19.0|0|2.0|0|0.0|0
0|2020-05-26|19.0|0|2.0|0|0.0|0
