|dates|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|192.0|0|0.0|0|0.0|0
0|2020-05-28|192.0|0|0.0|0|0.0|0
0|2020-05-29|192.0|0|0.0|0|0.0|0
0|2020-05-30|192.0|0|0.0|0|0.0|0
