|dates|Warren_Georgia_UnitedStates.JHU_ConfirmedCases.data|Warren_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Warren_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|17.0|0|0.0|0|0.0|0
0|2020-05-25|18.0|0|0.0|0|0.0|0
0|2020-05-26|18.0|0|0.0|0|0.0|0
