|dates|Lubbock_Texas_UnitedStates.JHU_ConfirmedCases.data|Lubbock_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lubbock_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lubbock_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lubbock_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lubbock_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|619.0|0|50.0|0|0.0|0
0|2020-05-18|619.0|0|50.0|0|0.0|0
0|2020-05-19|624.0|0|50.0|0|0.0|0
0|2020-05-20|630.0|0|50.0|0|0.0|0
0|2020-05-21|639.0|0|50.0|0|0.0|0
0|2020-05-22|639.0|0|50.0|0|0.0|0
0|2020-05-23|639.0|0|50.0|0|0.0|0
