|dates|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|306.0|0|24.0|0|0.0|0
0|2020-05-28|306.0|0|24.0|0|0.0|0
0|2020-05-29|306.0|0|24.0|0|0.0|0
0|2020-05-30|306.0|0|24.0|0|0.0|0
