|dates|Dubois_Indiana_UnitedStates.JHU_ConfirmedCases.data|Dubois_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Dubois_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Dubois_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Dubois_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Dubois_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|115.0|0|2.0|0|0.0|0
0|2020-05-18|161.0|0|2.0|0|0.0|0
0|2020-05-19|162.0|0|2.0|0|0.0|0
0|2020-05-20|162.0|0|2.0|0|0.0|0
0|2020-05-21|168.0|0|2.0|0|0.0|0
0|2020-05-22|171.0|0|2.0|0|0.0|0
0|2020-05-23|171.0|0|2.0|0|0.0|0
